precipitation_probability,temperature_c,wind_speed_mps,humidity_percent,cloudiness_percent,pressure_hpa,precipitation_mm,flood_label
36.3,5.7,5.8,90.9,100.0,995.2,0.0,1
14.9,5.8,1.9,89.0,91.4,1013.5,0.0,0
22.4,9.2,5.7,100.0,100.0,1005.1,0.6,1
4.4,6.7,8.7,74.1,100.0,1008.6,0.0,0
14.4,8.8,5.9,80.3,92.0,1034.2,0.0,0
18.6,8.8,11.7,94.9,100.0,986.8,0.0,1
10.3,2.7,1.3,71.2,60.7,1025.6,0.0,0
27.2,5.1,5.2,82.5,100.0,1016.2,0.0,0
46.8,9.0,7.0,100.0,100.0,1027.6,0.9,1
39.2,9.7,11.1,100.0,100.0,1013.8,0.1,1
20.2,9.2,11.3,79.9,100.0,1005.2,0.0,0
30.5,1.9,2.3,89.0,70.0,1017.4,0.0,0
4.1,4.9,6.2,69.4,100.0,1009.4,0.0,0
19.9,8.3,11.3,70.7,85.7,1008.7,0.0,0
12.5,10.8,8.9,97.1,100.0,1034.1,0.0,1
16.8,8.7,7.9,78.1,91.0,1020.7,0.0,0
13.3,8.1,3.7,98.3,100.0,1028.6,0.0,1
32.0,1.1,2.4,97.1,100.0,1014.7,0.2,1
9.4,3.7,12.3,79.9,62.4,981.7,0.0,0
14.8,8.9,9.6,95.8,100.0,1015.2,0.0,1
19.8,4.5,10.6,85.4,100.0,1012.9,0.0,0
26.5,7.3,12.5,78.3,100.0,1003.7,0.0,0
24.6,8.9,11.3,91.2,75.0,1023.7,0.5,0
28.2,7.8,8.6,86.0,90.1,1016.4,0.0,0
9.5,2.8,0.4,84.8,46.0,1020.4,0.0,0
18.0,3.9,4.8,93.1,75.0,1017.2,0.6,0
0.0,9.9,6.9,100.0,95.0,1029.1,0.0,0
18.1,8.3,6.4,92.3,100.0,1027.9,0.0,0
16.2,9.6,11.9,69.9,22.3,1003.6,0.0,0
27.3,10.7,4.8,100.0,100.0,1018.2,0.5,1
22.9,10.1,8.3,99.8,100.0,995.6,0.0,1
30.3,6.2,5.4,72.6,76.3,1020.8,0.0,0
25.5,8.0,6.3,100.0,100.0,1020.7,0.3,1
29.0,2.2,6.0,91.6,100.0,1015.4,0.4,0
10.9,3.7,1.7,82.1,100.0,1011.8,0.0,0
18.0,4.4,4.1,80.5,92.5,1029.7,1.4,0
30.1,10.5,5.4,84.2,100.0,1019.9,0.0,0
36.7,4.8,14.6,73.9,100.0,986.6,0.4,1
16.4,7.2,11.3,100.0,76.4,1026.7,0.0,0
25.6,4.6,0.5,81.9,87.6,1015.6,0.0,0
34.8,1.9,2.4,100.0,82.3,1024.7,3.3,0
23.4,6.4,11.8,100.0,96.2,994.5,0.0,1
22.4,8.3,7.0,90.0,95.4,1023.3,0.0,0
18.9,7.8,8.0,100.0,100.0,1025.7,0.0,1
16.5,5.7,4.9,60.8,94.1,1003.7,0.0,0
11.8,5.4,12.2,75.5,97.2,1006.6,0.0,0
32.1,9.8,7.9,80.9,100.0,1001.2,0.0,0
18.3,7.8,9.5,92.4,100.0,1020.6,0.0,0
22.7,7.5,7.9,100.0,100.0,1019.7,0.0,1
7.3,4.7,7.5,72.8,0.0,1002.4,0.0,0
23.6,5.9,10.3,87.8,93.9,1003.3,0.0,1
12.4,5.3,7.1,98.1,92.6,1008.0,0.0,0
27.5,7.1,15.3,91.4,100.0,980.6,0.0,1
26.5,9.1,6.6,91.9,100.0,1025.2,0.0,0
18.0,7.7,15.8,70.0,75.0,994.3,0.1,1
19.0,5.2,6.6,65.1,100.0,1013.6,0.0,0
22.5,5.7,9.4,91.7,100.0,993.1,0.0,1
40.1,6.8,6.1,99.1,100.0,1031.5,1.4,1
28.5,5.4,8.5,100.0,95.5,1005.1,0.0,1
39.6,11.7,7.3,92.5,100.0,1020.7,1.0,0
15.7,1.7,0.0,91.4,66.6,1026.1,0.0,0
20.0,9.8,4.6,88.9,39.3,1029.3,0.0,0
22.4,3.5,2.5,80.0,100.0,1028.0,0.0,0
20.9,9.2,6.0,93.0,100.0,1028.7,0.0,0
24.8,5.5,5.2,84.5,87.3,1009.8,0.0,0
22.5,9.9,7.4,92.2,97.4,1032.7,0.0,0
0.0,5.0,7.3,64.3,1.0,1013.3,0.0,0
34.6,10.9,8.9,98.5,100.0,978.4,0.0,1
23.6,5.9,6.0,80.7,39.9,1020.1,0.0,0
54.3,4.8,4.5,100.0,100.0,991.6,2.7,1
13.9,6.7,11.1,73.4,90.6,999.6,0.0,0
62.2,2.7,4.2,95.6,100.0,996.5,0.0,1
5.4,2.5,1.4,65.3,33.3,1020.8,0.0,0
13.7,9.7,8.6,90.8,93.4,1031.9,0.0,0
32.3,8.4,8.6,87.9,100.0,990.5,0.5,1
20.7,2.1,4.8,85.1,100.0,1014.5,1.7,0
14.5,6.7,4.6,82.1,98.3,1017.2,0.0,0
26.0,9.9,5.5,100.0,100.0,1030.4,0.0,1
25.1,6.1,5.9,83.3,91.6,997.7,0.0,0
18.9,6.0,9.3,81.4,100.0,986.7,0.0,1
17.2,7.1,6.7,98.8,95.3,1025.1,0.0,1
35.4,9.1,6.1,93.1,100.0,1022.7,0.0,0
19.3,8.2,4.5,100.0,100.0,1028.4,0.0,1
15.3,9.5,4.5,100.0,96.3,1021.8,0.0,1
13.8,5.4,4.6,96.8,93.5,1001.0,0.0,1
21.1,7.2,3.0,73.0,92.6,1001.3,0.0,0
8.0,6.8,14.6,65.2,17.1,1003.8,0.0,0
16.1,3.4,0.0,84.3,87.4,1024.9,0.0,0
34.9,4.3,0.1,93.4,75.0,1014.9,0.8,0
21.0,8.1,11.3,100.0,80.9,991.2,0.0,1
34.7,6.7,5.4,86.2,100.0,1003.3,0.1,1
35.8,7.7,4.3,97.4,89.7,1004.7,0.5,1
11.3,2.2,0.0,83.3,73.7,1022.2,0.0,0
8.7,9.9,10.0,100.0,71.4,1023.8,0.0,0
14.2,3.0,2.2,74.1,92.5,1021.2,0.0,0
24.9,6.5,6.0,70.7,94.3,1017.0,0.0,0
23.6,4.5,2.2,84.6,90.4,993.6,0.0,0
43.4,8.2,9.0,100.0,100.0,1022.4,1.5,1
17.7,8.7,7.2,98.4,97.2,1027.3,0.0,1
10.6,9.2,14.8,92.7,49.9,987.1,0.0,1
34.5,5.9,5.2,100.0,100.0,1013.5,0.5,1
21.1,7.5,6.1,100.0,100.0,1029.0,0.1,1
44.4,2.7,3.5,88.0,96.9,1012.8,0.1,0
17.3,7.7,7.8,100.0,99.1,1034.6,0.0,1
34.1,5.6,4.5,100.0,100.0,997.8,0.5,1
21.3,8.0,8.0,100.0,92.3,1028.9,0.0,0
12.0,7.1,8.9,72.9,100.0,1015.5,0.0,0
27.0,10.8,9.7,100.0,98.8,976.2,0.0,1
40.1,9.0,10.8,91.8,100.0,1018.1,1.5,0
19.4,9.9,11.1,100.0,100.0,1013.1,0.5,1
27.2,2.7,2.9,86.9,70.0,1012.1,0.0,0
19.2,6.0,11.4,78.9,39.5,1003.6,0.0,0
20.8,2.8,8.5,97.9,75.0,1021.4,0.5,0
29.3,7.4,13.0,86.5,100.0,994.1,0.1,1
25.7,5.9,8.2,86.9,100.0,1019.1,0.0,0
18.2,7.3,15.1,100.0,14.4,981.4,0.0,1
18.5,6.4,13.9,92.2,35.3,982.8,0.0,1
11.0,6.6,9.3,66.3,52.4,1005.0,0.0,0
4.6,8.3,8.3,93.8,89.7,1028.2,0.0,0
35.5,2.2,10.6,77.9,100.0,986.4,0.0,1
17.7,9.0,6.2,89.7,100.0,1029.5,0.0,0
20.0,2.3,0.2,100.0,70.0,1012.9,0.0,0
27.6,7.1,5.6,100.0,100.0,1032.2,0.0,1
15.6,9.3,8.4,86.0,100.0,1028.0,0.0,0
15.2,6.2,6.7,91.9,100.0,1013.1,0.0,0
27.7,8.9,8.4,96.2,100.0,1020.3,0.0,1
20.0,10.3,6.0,100.0,100.0,1019.8,0.0,1
17.7,8.1,5.5,100.0,85.0,1024.0,0.0,0
34.7,9.4,9.6,100.0,100.0,1013.1,0.1,1
43.8,6.4,10.0,100.0,100.0,1017.7,0.5,1
13.6,2.2,8.8,72.8,8.4,1009.6,0.0,0
0.0,9.2,7.2,89.5,42.5,1029.3,0.0,0
26.1,8.9,8.9,89.7,100.0,1032.5,0.0,0
19.6,3.9,2.2,88.2,92.3,1006.1,0.0,0
40.6,8.6,7.2,100.0,100.0,1024.4,0.2,1
20.4,9.0,7.7,100.0,99.0,1024.4,0.0,1
10.4,4.0,9.4,74.6,61.9,994.8,0.0,0
20.1,3.2,8.9,76.6,40.3,991.7,0.0,0
29.4,7.3,11.4,94.0,100.0,988.0,0.3,1
11.3,4.7,9.5,71.9,32.8,1008.7,0.0,0
33.9,10.2,8.6,97.1,100.0,1021.9,0.0,1
19.5,9.4,6.1,94.7,95.3,1030.6,0.0,0
22.5,7.5,7.9,72.1,69.3,1015.4,0.0,0
26.5,7.9,9.4,100.0,100.0,1012.2,1.5,1
17.5,8.8,5.0,91.4,100.0,1034.1,0.0,0
24.6,9.7,7.1,99.4,100.0,1017.8,0.9,1
18.8,8.8,11.2,77.5,100.0,1006.3,0.0,0
18.4,4.5,6.2,87.3,68.3,1003.6,0.0,0
28.6,7.6,10.1,100.0,100.0,1016.1,1.2,1
21.2,10.9,8.3,100.0,100.0,1020.5,0.1,1
16.8,9.0,7.8,94.3,100.0,1025.7,0.0,0
46.5,7.1,4.3,100.0,97.4,1008.4,0.0,1
25.9,8.7,9.2,98.0,100.0,1013.5,0.1,1
15.6,9.6,9.7,86.6,89.8,1015.2,0.0,0
13.5,4.3,7.9,68.5,100.0,1025.4,0.0,0
14.8,4.6,4.3,71.9,34.5,1029.8,0.0,0
21.4,4.2,2.8,79.5,68.8,1012.4,0.0,0
42.6,6.9,3.7,95.8,100.0,1021.7,0.2,1
16.4,8.5,6.0,84.8,96.3,1028.9,0.0,0
22.3,5.8,4.7,90.9,91.8,1022.6,0.0,0
9.6,2.3,8.7,58.1,77.3,1003.0,0.0,0
12.1,4.8,3.3,61.5,81.8,1007.5,0.0,0
36.3,2.6,11.4,90.1,100.0,1001.8,0.4,1
37.7,8.4,10.4,100.0,100.0,991.5,1.4,1
24.7,5.5,8.4,98.0,100.0,1009.5,0.0,1
34.1,3.6,9.2,92.2,75.0,1012.5,0.3,0
18.7,7.8,7.1,100.0,100.0,1020.8,0.0,1
17.7,3.8,8.5,74.2,98.6,1002.0,0.0,0
16.8,5.4,10.0,99.3,84.0,1018.5,0.0,0
36.8,5.2,7.5,100.0,100.0,1006.4,0.1,1
12.9,0.9,0.8,90.0,70.2,1028.0,0.0,0
13.8,4.8,6.7,84.8,100.0,1020.9,0.0,0
10.9,7.5,3.5,64.6,100.0,1014.8,0.0,0
8.4,3.3,1.5,79.7,100.0,1019.7,0.0,0
16.2,8.8,6.3,92.1,100.0,1037.4,0.0,0
19.9,4.3,1.3,65.5,90.7,1002.1,0.0,0
19.0,11.6,17.9,77.2,75.0,989.1,0.1,1
26.2,11.2,6.3,89.5,100.0,1023.3,0.3,0
31.5,8.9,7.8,89.6,100.0,1022.3,0.1,0
16.3,4.8,3.7,83.6,44.9,1028.0,0.0,0
20.1,4.6,9.4,100.0,94.6,1000.6,0.0,1
2.7,2.7,1.9,81.5,49.7,1025.6,0.0,0
14.9,9.8,6.6,100.0,93.7,1034.1,0.0,0
21.2,7.6,3.6,66.1,100.0,1023.4,0.0,0
10.4,9.3,6.4,94.8,97.9,1027.8,0.0,0
31.1,7.1,9.5,88.0,100.0,1013.9,0.4,0
13.5,6.7,8.5,74.4,78.3,1012.8,0.0,0
11.2,8.1,10.1,100.0,100.0,1023.7,0.0,1
28.8,6.0,10.9,97.7,99.8,1017.8,0.1,1
13.6,8.4,5.8,92.5,91.1,1029.0,0.0,0
23.4,5.5,7.1,75.2,57.4,998.9,0.0,0
10.3,9.1,8.1,78.8,100.0,1026.3,0.0,0
21.1,4.8,1.9,73.3,92.5,1010.9,0.3,0
19.5,4.4,3.7,72.0,100.0,1003.6,0.0,0
20.2,7.9,4.8,87.5,100.0,1034.0,0.0,0
21.7,6.6,13.3,100.0,98.1,1018.4,0.0,1
14.9,10.2,6.6,100.0,100.0,1019.5,0.0,1
31.7,9.0,8.3,100.0,100.0,1016.6,0.9,1
22.0,6.4,8.3,79.2,85.7,1002.0,0.0,0
26.2,9.6,7.9,89.3,100.0,985.1,0.0,1
10.2,2.6,0.6,81.2,7.2,1019.5,0.0,0
12.9,7.5,6.8,70.8,20.4,1026.3,0.0,0
17.9,9.1,9.1,85.2,100.0,1025.8,0.0,0
6.8,3.0,0.0,78.2,34.4,1020.8,0.0,0
23.8,11.0,9.9,100.0,96.6,1026.1,2.0,1
5.4,3.9,0.7,79.7,58.7,1019.7,0.0,0
18.0,9.9,6.1,100.0,100.0,1027.3,0.6,1
25.5,8.9,5.4,91.9,100.0,1029.6,0.0,0
10.5,5.0,5.9,77.3,13.0,1009.6,0.0,0
25.9,7.2,7.0,100.0,100.0,1017.4,0.0,1
37.7,5.3,6.1,100.0,77.9,1025.0,0.4,0
11.8,7.1,0.6,81.3,100.0,1015.1,0.0,0
25.2,3.9,9.9,67.2,64.1,993.1,0.0,0
19.2,2.2,5.4,94.8,90.4,1000.2,0.0,0
15.9,4.4,9.1,82.0,48.6,990.7,0.0,0
22.4,7.0,11.2,64.1,100.0,1008.0,0.0,0
22.6,9.9,5.8,93.6,100.0,1029.8,0.0,0
24.4,3.7,4.4,95.1,99.3,1001.6,0.0,1
7.1,6.4,3.6,76.4,28.8,1019.6,0.0,0
36.2,8.8,7.6,100.0,100.0,1013.3,2.0,1
11.3,3.8,3.3,79.9,100.0,1029.0,0.0,0
39.7,9.4,9.3,95.4,100.0,1017.3,0.2,1
10.9,6.4,9.0,89.5,93.1,1017.4,0.0,0
16.9,10.0,6.2,98.9,100.0,1026.9,0.0,1
25.4,2.9,9.7,73.2,81.3,1003.1,0.0,0
22.4,8.8,8.1,96.0,100.0,1033.5,0.0,1
15.1,3.7,8.5,78.2,58.0,992.4,0.0,0
31.3,8.2,8.3,95.8,100.0,1025.6,3.2,1
6.2,8.9,6.5,73.0,100.0,1004.6,0.0,0
29.2,6.3,8.2,77.8,100.0,1003.2,0.5,0
14.7,4.7,1.3,64.3,100.0,1008.6,0.0,0
18.0,4.3,4.8,78.8,75.0,1021.6,2.4,0
22.7,6.2,6.1,82.8,89.9,1000.1,0.0,0
25.1,9.5,6.2,100.0,100.0,1029.7,0.0,1
21.1,6.9,4.4,99.8,99.3,1009.3,0.0,1
20.5,9.3,9.6,100.0,100.0,1026.4,0.0,1
34.0,6.4,7.5,100.0,100.0,1023.5,0.8,1
15.4,7.9,8.9,88.7,100.0,1026.8,0.0,0
15.7,4.2,7.4,73.9,27.9,1015.3,0.0,0
24.6,5.9,10.9,85.1,94.5,986.8,0.0,1
24.2,6.8,8.5,95.4,76.4,1025.4,0.0,0
11.8,6.2,8.4,84.8,45.3,1021.2,0.0,0
30.4,7.2,7.1,98.9,86.1,1014.0,0.8,0
36.6,6.7,7.0,100.0,97.5,1026.4,0.6,1
20.4,4.6,6.4,81.6,72.5,1006.7,0.0,0
45.7,8.0,3.1,96.7,100.0,1019.3,2.9,1
16.4,9.7,7.0,100.0,86.0,1035.4,0.0,0
26.1,7.0,9.1,64.4,39.9,1008.1,0.0,0
27.3,8.8,7.0,94.3,100.0,1029.3,0.0,0
24.3,8.6,7.5,93.3,100.0,1022.6,0.0,0
13.7,5.5,7.2,77.3,62.6,1006.1,0.0,0
14.7,4.6,7.4,80.5,93.2,1007.9,0.0,0
25.6,8.6,2.7,88.3,77.1,1030.6,0.0,0
21.8,8.6,8.0,100.0,82.7,1013.3,0.0,0
25.0,7.3,4.9,94.2,85.3,1022.0,0.0,0
8.3,8.7,6.9,68.9,100.0,1022.6,0.0,0
11.9,3.0,8.4,65.4,80.1,1008.2,0.0,0
42.1,4.5,8.3,97.2,100.0,995.1,0.5,1
32.0,7.8,9.3,97.5,100.0,1017.9,1.4,1
3.6,8.2,2.6,75.7,70.9,1018.3,0.0,0
38.9,7.1,5.5,100.0,100.0,1010.9,0.2,1
37.9,6.7,8.6,99.5,100.0,1017.8,0.6,1
10.8,7.4,5.6,97.0,100.0,1030.0,0.0,1
23.1,8.4,5.8,86.1,100.0,1021.6,0.0,0
19.4,4.5,14.5,88.3,86.8,984.2,0.0,1
24.4,8.9,6.9,100.0,92.7,1026.5,0.0,0
25.1,7.9,11.9,81.4,75.0,982.4,0.9,0
15.3,7.4,7.5,89.9,98.1,1030.2,0.0,0
16.2,7.5,6.1,85.8,100.0,1031.7,0.0,0
9.5,5.1,9.6,84.1,73.0,1007.9,0.0,0
25.9,9.8,9.7,91.9,90.2,992.9,0.0,1
30.6,5.7,4.6,71.0,97.9,1006.7,0.0,0
20.3,3.8,1.9,98.6,85.2,1019.5,0.2,0
23.2,5.4,1.3,77.3,100.0,1018.2,0.1,0
23.6,8.9,7.8,100.0,100.0,1019.0,0.0,1
21.1,7.7,7.7,73.2,89.5,1000.3,0.0,0
19.6,5.1,13.2,100.0,97.3,979.4,0.0,1
39.6,10.2,8.2,100.0,75.0,1016.4,5.6,1
28.7,6.1,4.9,96.8,93.7,1007.8,0.0,0
13.1,4.1,10.1,44.1,75.8,1013.7,0.0,0
26.6,5.9,8.6,70.0,75.0,989.6,8.7,1
21.8,8.7,7.6,91.2,100.0,987.4,0.0,1
44.4,7.3,9.3,100.0,100.0,1019.0,5.1,1
48.9,8.8,10.7,73.4,100.0,1017.7,0.0,0
32.2,10.4,6.3,88.1,100.0,1009.5,0.1,0
27.5,7.7,8.9,88.1,88.7,1035.1,0.0,0
16.0,4.4,10.8,80.8,46.6,993.2,0.0,0
19.4,3.8,3.1,77.7,97.3,1018.3,0.0,0
10.5,6.9,5.2,91.8,89.6,1027.8,0.0,0
14.9,7.4,5.2,71.5,96.0,1019.2,0.0,0
20.5,7.3,4.2,85.3,100.0,1021.1,0.7,0
6.5,7.0,7.0,87.9,88.6,1038.4,0.0,0
9.8,10.0,4.8,94.3,48.2,1025.3,0.0,0
9.8,8.2,5.9,100.0,100.0,1027.6,0.0,1
35.0,8.6,8.5,100.0,100.0,1022.3,0.3,1
0.0,3.9,4.1,74.3,24.7,1022.7,0.0,0
6.4,9.1,7.3,98.5,89.5,1032.3,0.0,0
19.4,7.2,8.9,74.3,100.0,1016.4,0.3,0
10.5,8.5,6.4,88.2,92.2,1033.8,0.0,0
26.7,8.6,7.7,91.2,100.0,1035.2,0.0,0
29.6,4.0,3.0,82.5,100.0,1016.7,0.0,0
23.7,9.7,7.2,81.3,73.3,989.7,0.0,0
19.4,5.2,10.8,86.1,100.0,991.4,0.0,1
27.6,8.1,8.8,100.0,87.8,1012.7,0.1,0
21.4,6.3,9.5,80.8,72.8,1021.2,0.0,0
22.1,4.2,4.2,86.9,82.1,1012.1,0.0,0
34.4,4.7,4.0,100.0,100.0,995.8,0.2,1
19.7,7.7,7.4,86.6,100.0,1030.6,0.0,0
14.8,6.5,11.5,100.0,100.0,1028.7,0.0,1
12.4,3.0,2.9,78.8,72.2,1019.1,0.0,0
0.0,10.4,14.5,67.5,24.9,1007.7,0.0,0
24.0,7.6,9.9,100.0,100.0,1019.4,0.5,1
14.0,4.7,9.1,87.2,85.8,993.9,0.0,1
47.9,7.0,7.6,100.0,100.0,991.4,3.0,1
18.9,5.5,4.5,67.5,92.5,1005.2,0.0,0
26.6,6.2,10.4,100.0,100.0,1021.7,0.0,1
40.9,7.6,5.4,89.0,100.0,998.6,0.0,1
18.1,3.7,12.6,92.2,87.9,1020.2,0.0,0
18.9,1.4,4.1,87.8,75.0,1019.7,0.6,0
13.4,4.6,2.8,84.4,100.0,1014.5,0.0,0
45.9,8.5,11.2,100.0,100.0,1026.6,1.0,1
11.1,6.8,7.6,53.6,76.7,1003.9,0.0,0
33.6,6.6,10.2,100.0,100.0,1018.5,0.2,1
17.4,9.3,7.7,100.0,100.0,1026.3,0.0,1
10.5,9.6,16.6,61.9,42.6,987.9,0.0,1
33.4,7.7,11.4,100.0,100.0,1023.7,1.4,1
24.8,9.8,9.5,86.2,100.0,1015.0,1.0,0
21.6,7.8,9.3,83.3,100.0,1020.9,0.0,0
18.9,1.7,10.8,58.3,49.7,996.4,0.0,0
17.4,10.1,5.7,94.1,100.0,1022.5,0.0,0
13.4,4.6,4.4,86.8,99.8,1014.1,0.0,0
24.5,9.7,9.0,100.0,100.0,1022.9,0.0,1
13.4,4.5,0.2,86.6,62.8,1015.5,0.0,0
22.2,3.9,1.6,89.9,76.4,1024.4,0.0,0
18.7,7.4,4.4,84.9,100.0,1028.5,0.0,0
8.4,3.1,10.7,79.3,59.3,994.0,0.0,0
46.3,0.5,11.0,93.7,83.7,978.3,1.2,0
11.9,5.7,3.7,77.1,100.0,1009.2,0.0,0
12.5,7.5,6.2,100.0,100.0,1034.1,0.0,1
32.4,7.2,9.1,100.0,100.0,1026.4,0.5,1
7.3,4.6,2.9,87.6,21.2,1019.3,0.0,0
5.5,3.4,0.5,94.0,52.4,1024.5,0.0,0
21.8,7.0,6.7,92.9,88.2,1015.3,0.0,0
49.2,6.0,8.1,100.0,100.0,998.4,3.5,1
53.6,7.1,9.3,100.0,100.0,1018.0,0.0,1
11.5,4.9,6.0,79.9,17.4,1014.9,0.0,0
54.4,10.1,9.1,100.0,100.0,1019.2,4.1,1
29.0,9.0,8.8,100.0,100.0,1021.9,0.6,1
15.4,7.5,7.7,88.4,100.0,1029.0,0.0,0
0.0,7.8,6.6,77.6,100.0,1020.5,0.0,0
24.9,10.9,6.3,100.0,100.0,1021.8,0.1,1
10.5,8.6,4.0,90.6,98.3,1028.9,0.0,0
20.7,9.9,6.8,100.0,82.4,1026.0,0.0,0
12.4,3.8,4.7,78.7,40.9,1026.6,0.0,0
42.9,10.5,6.2,100.0,100.0,1022.8,2.6,1
10.2,6.2,2.9,87.2,80.8,1016.3,0.0,0
31.1,6.7,7.9,100.0,100.0,1020.7,0.3,1
24.8,9.0,6.5,99.2,100.0,1020.8,0.0,1
28.4,7.6,3.2,76.3,100.0,1014.3,0.0,0
1.9,5.4,8.1,64.1,42.5,1010.8,0.0,0
32.7,4.6,11.0,100.0,85.1,1015.9,0.8,1
19.7,8.2,8.7,97.9,92.7,1018.5,1.2,0
5.8,5.1,7.9,54.5,98.1,1004.4,0.0,0
8.4,7.2,6.7,100.0,100.0,1025.0,0.0,1
36.9,6.2,6.5,76.5,100.0,1001.7,0.0,0
18.0,2.2,0.5,95.7,75.0,1019.5,0.6,0
19.1,6.0,6.3,93.0,100.0,1015.7,0.2,0
41.5,5.2,3.1,96.1,97.0,1003.9,0.4,1
11.1,6.7,13.5,100.0,93.7,994.7,0.0,1
27.1,6.1,3.3,74.8,100.0,1015.8,0.0,0
24.5,2.4,7.2,91.0,97.4,1000.5,0.0,1
63.9,7.5,9.3,67.4,100.0,999.8,0.0,0
9.1,7.4,9.8,100.0,92.3,1002.9,0.0,1
20.1,7.5,6.7,100.0,85.4,1032.4,0.0,0
18.0,5.7,11.5,85.8,75.0,1019.0,2.2,0
31.9,4.3,4.9,96.5,100.0,1023.3,0.9,1
20.1,7.6,4.6,100.0,88.2,1030.6,0.0,0
3.0,4.8,10.0,62.8,49.2,1012.1,0.0,0
28.3,7.4,7.3,74.0,85.7,1019.1,0.0,0
24.7,9.1,7.3,90.1,91.7,1026.7,0.0,0
23.7,9.7,9.1,98.7,86.9,1019.8,0.0,0
42.6,9.5,8.4,100.0,100.0,1026.4,5.3,1
25.9,-0.5,2.5,90.9,75.0,1005.6,0.2,0
25.5,8.4,9.5,93.3,100.0,1023.5,0.0,0
36.8,9.0,8.5,92.3,98.8,1022.0,0.0,0
18.0,7.6,7.4,74.3,75.0,998.4,0.4,0
13.2,2.2,1.2,81.1,18.4,1022.3,0.0,0
45.1,3.1,4.6,84.4,100.0,1014.4,0.1,0
27.0,7.6,8.3,100.0,75.0,1020.7,0.2,0
17.7,10.5,10.5,81.3,100.0,1017.6,0.0,0
57.9,8.9,10.9,100.0,100.0,1009.8,3.7,1
12.0,8.9,5.3,89.1,100.0,1021.9,0.0,0
49.0,10.1,9.0,98.9,100.0,982.7,0.0,1
21.4,3.5,3.6,96.1,98.8,1007.3,0.0,1
28.5,8.6,9.1,100.0,91.6,1021.2,0.1,0
43.7,9.4,8.2,100.0,100.0,1021.9,0.4,1
19.1,10.4,9.7,91.9,89.8,992.6,0.0,1
18.9,2.8,3.0,87.2,100.0,1016.6,0.0,0
36.3,8.2,6.4,100.0,100.0,1020.8,0.0,1
29.2,3.9,1.1,95.4,100.0,1003.9,0.3,1
25.9,9.6,11.5,100.0,100.0,1015.1,0.1,1
11.3,6.6,6.0,100.0,100.0,1033.0,0.0,1
34.7,8.8,10.8,85.8,100.0,1022.7,0.0,0
10.4,4.8,6.3,91.4,10.6,1007.3,0.0,0
31.2,5.2,5.5,86.5,100.0,1005.0,0.0,1
43.4,8.2,5.7,100.0,100.0,1024.0,0.0,1
33.1,6.3,6.6,100.0,100.0,1021.0,0.8,1
12.5,6.3,8.0,58.5,87.5,1015.7,0.0,0
24.7,6.3,6.2,82.4,80.3,997.6,0.0,0
16.6,7.8,6.7,87.0,100.0,1031.4,0.0,0
34.8,7.8,7.2,100.0,100.0,1002.2,0.2,1
35.0,8.9,9.0,100.0,100.0,1029.3,0.1,1
21.0,7.8,6.7,100.0,100.0,1022.2,0.0,1
26.4,8.7,9.7,94.3,92.6,1027.6,0.0,0
31.6,8.2,5.6,100.0,100.0,1010.7,0.1,1
0.0,3.7,2.2,64.0,26.0,1023.4,0.0,0
13.0,2.2,0.0,81.7,100.0,1023.9,0.0,0
37.3,7.0,8.9,100.0,100.0,1011.5,0.3,1
12.7,5.5,8.6,83.5,40.5,1016.7,0.0,0
19.4,9.7,9.8,100.0,75.0,975.9,0.1,1
15.9,9.2,6.5,100.0,98.2,1030.6,0.0,1
24.4,5.9,10.7,70.2,100.0,1006.2,0.0,0
32.6,7.5,4.6,100.0,100.0,1007.4,0.8,1
38.2,7.3,9.8,100.0,100.0,1025.4,0.1,1
22.8,8.4,4.4,98.6,96.9,1028.2,0.0,1
42.0,5.4,4.6,100.0,100.0,1006.0,0.5,1
31.7,10.4,9.3,100.0,98.4,1019.3,0.4,1
13.9,7.8,7.0,89.5,100.0,1026.9,0.0,0
35.0,7.5,6.3,100.0,100.0,1025.8,0.0,1
27.6,10.9,4.7,98.2,100.0,1031.5,0.0,1
22.6,1.4,1.2,67.2,60.8,1023.5,0.0,0
24.4,9.5,5.8,100.0,100.0,1033.1,0.0,1
23.5,7.9,5.6,93.5,90.8,1032.7,0.0,0
44.5,8.8,6.0,95.8,100.0,1014.4,3.0,1
8.0,4.4,5.9,83.5,81.5,1013.6,0.0,0
18.2,8.8,7.2,92.1,100.0,1023.4,0.0,0
32.1,11.5,8.2,100.0,81.4,1018.3,0.4,0
22.5,9.2,10.8,97.4,100.0,1025.0,0.0,1
29.9,3.1,8.7,70.0,92.6,1009.6,1.9,0
24.1,9.4,6.4,96.0,100.0,1028.7,0.2,1
21.2,10.3,7.9,97.3,100.0,1023.2,0.0,1
14.0,8.2,7.0,83.5,100.0,1029.0,0.0,0
14.9,7.8,8.4,97.5,84.8,1031.9,0.0,0
24.3,5.5,4.9,100.0,99.9,1007.9,0.0,1
27.3,10.8,10.3,87.5,86.8,991.4,0.0,1
31.5,8.6,12.3,93.1,100.0,978.6,0.1,1
35.7,0.9,2.1,92.1,100.0,1016.7,0.6,0
34.1,9.5,7.2,100.0,100.0,1033.4,0.0,1
40.3,2.4,0.0,98.5,70.0,1015.7,0.0,0
11.9,2.5,4.0,78.2,100.0,1023.7,0.0,0
11.9,8.6,7.3,98.8,96.7,1020.5,0.0,1
